DateTime,Active_Energy,arima_no_s_forecast,sarima_forecast,tbats_forecast,prohpet_forecast,prohpet_forecast2,tbats_forecast2
2010-05-20 17:00:00,325.8457,504.5492724647386,448.47507710660364,418.9786972974821,399.71741631553874,276.39277984584606,399.20105828490983
2010-05-20 18:00:00,446.72656,497.73896357447524,539.029504367309,550.9073790386421,670.8603061454214,415.8100009786205,539.9599145953546
2010-05-20 19:00:00,315.36328,504.819891230889,653.7251995717538,755.1699786574314,928.0658349846792,696.2780840158332,890.4802384236905
2010-05-20 20:00:00,317.33398,497.93906760601527,834.2064111325875,823.1085124850216,1026.4042963363074,980.5483233343325,990.9411385958631
2010-05-20 21:00:00,318.91992,504.937531610973,1006.6819760820181,866.3043932345638,916.3218834140557,1032.7608009891096,985.0076995001612
2010-05-20 22:00:00,306.86523,497.9970599612104,751.0872449893747,656.3038150246692,672.8593985155707,781.0412607009382,739.3091647875083
2010-05-20 23:00:00,487.13477,504.9492246507028,512.0978806536236,393.6382447672577,425.4327496193543,423.9037617208204,415.44685534144463
2010-05-21 00:00:00,325.61914,497.98942029482555,430.641746587391,307.19945702426554,258.3487814221902,216.42867920045308,314.95288837997794
2010-05-21 01:00:00,295.91992,504.92879180299974,398.27336212266175,269.63986458145723,171.14035819544222,198.72987296859884,280.7846741994676
2010-05-21 02:00:00,290.00977,497.9726073706766,310.34717180751346,255.31151620040052,121.99109349648762,211.88121941418518,272.75372285381303
2010-05-21 03:00:00,294.10156,504.9121152684339,305.38000423566143,248.3235880351443,95.68143304424342,155.79479264241695,269.6931931303446
2010-05-21 04:00:00,303.1836,497.96488375868284,304.5319409742701,245.14264048279333,120.71837306504665,122.13159176957072,265.3757912928688
2010-05-21 05:00:00,289.44727,504.9050876842969,289.70354200448395,241.6230532853069,221.44167046365112,230.3708612791195,263.7624110287388
2010-05-21 06:00:00,314.97656,497.9649685831898,408.5848623575147,397.1572087134015,363.80955541819037,420.5366443542899,518.1581318153728
2010-05-21 07:00:00,693.08984,504.9032925972505,571.1680707225887,591.1740735693542,461.94567114795535,506.9810873529159,751.265954379802
2010-05-21 08:00:00,474.63672,497.96791577000846,438.5609258948094,418.3356197405176,447.8519186239676,416.1659081583776,480.8724692986271
2010-05-21 09:00:00,311.13672,504.9026103365268,430.0932243464536,329.19125580912055,336.54940074260026,273.6389413236437,363.5804789640499
2010-05-21 10:00:00,346.36523,497.97089737394674,402.66167348124696,326.4489364185539,217.547694043023,229.6510878630412,364.80261693458846
2010-05-21 11:00:00,375.92773,504.9014445215869,382.5370074023386,333.68192999491134,175.21368789887129,277.7073947805708,327.3886598209585
2010-05-21 12:00:00,485.17578,497.97325139209704,441.4694432881935,347.96899085355363,213.79132008688447,304.21874781359844,340.9510123861221
2010-05-21 13:00:00,350.3496,504.89972230347894,402.7652857805633,334.55018348659667,261.93116141350015,263.4339507390248,383.2314620175069
2010-05-21 14:00:00,457.4082,497.97520132324433,399.1288512942819,322.82293448292194,254.29651582559524,217.0436319965679,364.38433577281063
2010-05-21 15:00:00,452.18555,504.89775951733446,374.42878605026243,320.7317251496041,209.53954097480067,215.0582006760048,321.14555038091015
2010-05-21 16:00:00,410.04102,497.97703808988484,401.5460887717536,345.34874878182745,223.6897156502554,234.99612612997268,389.6219690815795
2010-05-21 17:00:00,318.60547,504.8957717869658,453.6526318812535,410.5079959071053,378.92047633571906,273.26085626602884,440.09058947522396
2010-05-21 18:00:00,323.64453,497.9788944539696,544.7536230456913,539.740592417484,652.0424829767843,408.6750700969815,563.806146691714
2010-05-21 19:00:00,438.07812,504.8938234774891,666.7277844115955,739.830574889015,911.8828521909086,684.9909041412764,784.2622658231628
2010-05-21 20:00:00,558.5039,497.9807881873179,838.6751731219555,806.360272412038,1013.5162245116854,965.1813812732064,822.6974428636751
2010-05-21 21:00:00,709.47266,504.89190630357734,1004.7299780639538,848.652200252128,907.3839525232471,1013.6180897565982,890.230185041245
2010-05-21 22:00:00,812.0078,497.9827004086281,754.2861763073398,642.9149557287639,668.5126803863171,758.6607908503385,723.8965515056494
2010-05-21 23:00:00,376.05078,504.89000045541997,517.8481418993103,385.59998347536526,426.294831131447,399.052599845249,458.266887415933
2010-05-22 00:00:00,361.71484,497.9846151873471,434.31439574396,300.9211278514718,265.0045500725891,190.09053966795415,341.7052108886202
2010-05-22 01:00:00,369.125,504.88809532131586,400.53650321262285,264.1252816309638,184.13302131327316,172.08552128145584,311.55184090672975
2010-05-22 02:00:00,363.9414,497.98652675931316,311.4594274437694,250.08682265515662,141.81355044895002,186.28217036083146,295.4290812978844
2010-05-22 03:00:00,351.98828,504.88618870004484,305.8736128290057,243.2392343949758,122.76811622815495,132.73099645400026,269.55764433887634
2010-05-22 04:00:00,367.46094,497.98843510099715,304.64038368950065,240.12110679642032,155.43766860666068,103.19399012049769,266.3896582178415
2010-05-22 05:00:00,355.04102,504.8842816082807,289.4798861770248,236.67159057952463,264.08902299017586,217.2098562545712,269.7671282559271
2010-05-22 06:00:00,507.24023,497.990341504154,408.1428667350613,389.01546395625763,414.60135364859286,414.81765251919484,321.81643594859673
2010-05-22 07:00:00,736.2578,504.88237518545657,570.5159896900681,579.0509069435363,521.0140017680474,510.33844347692684,591.7722778082662
2010-05-22 08:00:00,437.83594,497.99224678883917,438.03592118023926,409.7541875238766,515.2402660613432,430.1564371370482,551.7264361495643
2010-05-22 09:00:00,372.17578,504.88046991917827,429.1151930162927,322.4365214329389,412.2093588223272,299.69652916933774,396.1638168828211
2010-05-22 10:00:00,429.3789,497.9941511796671,402.4221832251895,319.7486571609133,301.33674366680214,269.04355527783724,394.57725165533014
2010-05-22 11:00:00,1012.75977,504.87856585829354,382.1882615297678,326.8314336929066,266.8940818925066,331.49690906073226,513.7457559554005
2010-05-22 12:00:00,708.71484,497.996054632755,441.1984780876123,340.8234224853963,313.0301028554152,373.22690411979465,491.77331486920025
2010-05-22 13:00:00,511.21875,504.8766629227526,402.609473695837,327.67854192682375,368.3013372844623,348.21251530486484,468.3758028884517
2010-05-22 14:00:00,484.58594,497.99795706988357,398.90411644293346,316.1906456526097,367.2793656847414,317.8517722643319,441.76543342894166
2010-05-22 15:00:00,510.0664,504.874761050672,374.1330133921324,314.1409238890683,328.5280726647589,331.8468362574812,428.5844945365295
2010-05-22 16:00:00,506.95703,497.9998584520315,401.3444607993279,338.25053103355276,347.99321948159167,367.3998260422057,497.8156780107765
2010-05-22 17:00:00,676.70703,504.8728602208318,453.47096876555827,402.0686954091548,507.77014323010445,420.59748878065585,577.447909680429
2010-05-22 18:00:00,425.57617,498.0017587726704,544.60097507261,528.642154039392,784.5980294001503,569.9531888210678,723.689787291576
2010-05-22 19:00:00,513.78125,504.8709604335309,666.961548017343,724.6145981335233,1047.240083301474,858.9246345300488,828.5840084802129
2010-05-22 20:00:00,1219.8008,498.0036580368737,838.4558763434836,789.772561943332,1150.715454919012,1150.21236246741,758.6409543370005
2010-05-22 21:00:00,490.5625,504.8690616934203,1004.1698034101265,831.1909242685872,1045.419193143553,1207.943834120701,772.1757594600098
2010-05-22 22:00:00,525.6719,498.0055562496656,753.9994634515756,629.6840995981614,806.3414898045146,960.2686529965505,808.3002204328304
2010-05-22 23:00:00,517.65625,504.86716400301816,517.6968785692673,377.6629359954565,562.8487211809052,605.7584039687003,713.1490034926243
2010-05-23 00:00:00,532.66406,498.00745341341,434.05283209010264,294.7258376546985,399.1998279643293,399.5808021718409,544.4661272008698
2010-05-23 01:00:00,427.08984,504.8652673625121,400.20010884628965,258.68645194470537,314.8819444813678,381.96212802330746,412.24053374076027
2010-05-23 02:00:00,307.01758,498.00934952880453,311.06193264298344,244.93605014087973,268.0356658629448,394.1083261974029,373.30889133147735
2010-05-23 03:00:00,309.85547,504.86337177110397,305.4432740868181,238.2285059764144,243.40165290319268,336.077259540084,335.33897425173933
2010-05-23 04:00:00,294.54492,498.011244596099,304.18959650726975,235.1736400540936,269.45085056556877,299.68323408542574,316.3761810167535
2010-05-23 05:00:00,297.69727,504.8614772279024,289.01146790379096,231.79424367236248,370.49117027529206,404.5600680508026,310.48426528151657
2010-05-23 06:00:00,296.61523,498.0131386156383,407.6628568154161,380.9970396711427,512.4536406374353,590.8815694260318,328.7495810791098
2010-05-23 07:00:00,462.20117,504.85958373218097,570.0248263531944,567.1131354813,609.4397457044859,673.1391559942915,357.25856905945597
2010-05-23 08:00:00,452.01562,498.01503158792855,437.5515043019293,401.30501900635664,593.4346233798628,577.9182296678629,501.7348159550077
2010-05-23 09:00:00,602.0156,504.85769128333834,428.606725009148,315.78656841946395,479.44831361553526,430.8703935973926,533.392518736218
2010-05-23 10:00:00,764.1875,498.01692351355587,401.9529242650273,313.15287071312804,356.9852803656999,382.32698644262416,460.4433245997063
2010-05-23 11:00:00,812.4453,504.85579988081514,381.7132022010684,320.08825111054455,310.4134435212065,425.84777078890306,440.2460126253907
2010-05-23 12:00:00,557.4844,498.01881439312,440.7275481233744,333.79021356924983,343.984046655604,447.8713333253909,518.126753514687
2010-05-23 13:00:00,608.0469,504.8539095240501,402.1446571947096,320.91530163347323,386.3613110441948,402.64700393513743,452.03926740245674
2010-05-23 14:00:00,696.71094,498.02070422721096,398.4356408404515,309.66327442357533,372.22854059944353,351.8397270729571,417.16066903760634
2010-05-23 15:00:00,619.47266,504.8520202124715,373.6607664012864,307.6546386298963,320.26418189734767,345.4100593042623,469.757836505667
2010-05-23 16:00:00,797.64844,498.02259301640936,400.8772119373852,331.2651194204172,326.53016547330975,360.80548079033304,539.9458516742511
2010-05-23 17:00:00,782.28906,504.85013194550146,453.00477983509404,393.7637741551071,473.23835122044056,394.341213498334,588.7663671443095
2010-05-23 18:00:00,507.5078,498.0244807612919,544.1363265521894,517.7207480862747,737.2435393958381,524.7390891315719,740.5680913599701
2010-05-23 19:00:00,534.9414,504.8482447225612,666.5174140375203,709.6417265815859,987.4223874848151,795.6429283081427,896.8597441696119
2010-05-23 20:00:00,525.1328,498.0263674624348,837.9876894464818,773.4502722399569,1078.9041022891527,1069.9154629744571,978.0925481925534
2010-05-23 21:00:00,798.0039,504.8463585430726,1003.6835193508309,814.0094425507094,962.1891977003139,1111.8216417802332,1043.8471114081292
2010-05-23 22:00:00,1163.2969,498.02825312041455,753.5276974437008,616.6655353185678,712.3675926329394,849.6237843458055,712.3467211806596
2010-05-23 23:00:00,822.83984,504.8444734064584,517.2323035591558,369.85340352112047,458.8985704002919,481.98202075362394,387.8362480621424
2010-05-24 00:00:00,342.75,498.0301377358079,433.58240125007336,288.6302027302519,286.12615316168774,264.1296176275481,302.9619806806065
2010-05-24 01:00:00,354.04688,504.8425893121421,399.72570525341865,253.33521411649943,193.61381411445478,236.33706523516958,276.50654674171557
2010-05-24 02:00:00,347.34375,498.0320213091914,310.58428523595524,239.86832708762282,139.56892694945054,239.8351898928192,270.7061542363707
2010-05-24 03:00:00,332.95703,504.8407062595474,304.963882999191,233.29866116883906,108.78866178265264,174.68966208135345,264.0927511146236
2010-05-24 04:00:00,327.38477,498.03390384114124,303.7091198146067,230.30612522157884,129.78961192535598,132.70789458963867,263.5366411843929
2010-05-24 05:00:00,301.57422,504.8388242480985,288.5300551787884,226.9958025033519,226.91400842934317,233.50448493662148,263.93344333996913
2010-05-24 06:00:00,328.55664,498.0357853322332,407.18082869140585,373.10847883636404,366.11553246546845,417.22395614239133,472.39721889873294
2010-05-24 07:00:00,449.41406,504.83694327721963,569.5422060957073,555.368912222535,461.5064484768413,498.32043161372974,771.3661568045762
2010-05-24 08:00:00,497.51172,498.0376657830428,437.06924221305326,392.99298402533856,445.0707329302557,403.3357740644389,395.03824697498607
2010-05-24 09:00:00,287.5879,504.83506334633546,428.12318604895654,309.24466138301347,331.8053889010786,257.8732140926831,313.92288108369934
2010-05-24 10:00:00,646.4922,498.0395451941452,401.4714669080622,306.66436307820834,211.19016948227886,212.21190129877613,320.9469331437709
2010-05-24 11:00:00,495.89453,504.833184454871,381.2314369032887,313.454859616777,167.55694349302348,259.856195937336,357.0707489463944
2010-05-24 12:00:00,520.834,498.04142356611527,440.246002053019,326.87163728866443,205.11002517544256,287.1862626718407,333.39759636015
2010-05-24 13:00:00,325.14648,504.83130660225163,401.66343568731907,314.26240826211756,252.45641253124344,248.38979981367646,309.0819702297765
2010-05-24 14:00:00,330.8086,498.0433008995276,397.9542250718439,303.24251189263276,244.21259167689192,205.06638414088388,310.62283816812766
2010-05-24 15:00:00,328.5293,504.8294297879029,373.1791504101589,301.27440021305125,198.98140286488382,207.10667074624962,322.7555275701363
2010-05-24 16:00:00,398.00195,498.04517719495635,400.39586129627395,324.3940323983611,212.7412844059126,231.88271573731097,338.0505178003497
2010-05-24 17:00:00,381.20898,504.82755401125075,452.5234854656078,385.5949120754045,367.61370642167765,275.62770667644565,395.4970283317624
2010-05-24 18:00:00,605.8457,498.04705245297544,543.6551139628729,506.9784498548004,640.3572438079648,416.9737425967306,533.6792917788007
2010-05-24 19:00:00,454.7832,504.8256792717214,666.0372905625075,694.9146557585647,899.7476158799685,699.4662268155383,859.8159596317962
2010-05-24 20:00:00,618.77344,498.04892667415845,837.5062890052108,757.3962082305276,1000.8095484656156,985.8600040308187,927.9828698278462
2010-05-24 21:00:00,807.08594,504.8238055687415,1003.2011581335573,797.1105920344828,893.9367348438439,1040.3021743500485,1007.9582475531219
2010-05-24 22:00:00,545.48047,498.0507998590786,753.046106987897,603.8613399403381,654.1111555208211,790.9271319859072,764.7135097284133
2010-05-24 23:00:00,239.34863,504.8219329017378,516.7510948724919,362.1725957683559,410.6842636241705,436.2573319520285,374.0682833787071
2010-05-25 00:00:00,224.32227,498.0526720083089,433.1008816781575,282.63514353062004,247.89357456918788,231.3794341000686,307.8528435384016
2010-05-25 01:00:00,244.6084,504.8200612701376,399.243974768569,248.07235849758865,165.19856883695877,216.40972705925634,290.019808795171
2010-05-25 02:00:00,218.79102,498.054543122422,310.10238253743205,234.8843876214202,120.70629260967883,232.41909995826757,285.1981227831808
2010-05-25 03:00:00,232.72656,504.81819067336846,304.4818877288907,228.45040203680742,99.11835247547077,179.30991367229353,267.88137918320075
2010-05-25 04:00:00,211.03516,498.0564132019902,303.22706690967567,225.51924503124644,128.86157538116703,148.72572223084637,260.9136152272781
2010-05-25 05:00:00,237.04297,504.8163211108582,288.0479525800217,222.27693097588025,234.19517887930323,260.1199325695818,269.7108151196944
2010-05-25 06:00:00,373.10352,498.0582822475855,406.6986934211854,365.35085940644444,380.99745074075315,453.4820697623882,520.1623185809427
2010-05-25 07:00:00,486.8164,504.81445258203496,569.0600393891972,543.8198237312914,483.3136509142129,543.1211778713161,762.0261718819728
2010-05-25 08:00:00,518.0117,498.0601502597796,436.5870945216683,384.81919359282125,473.06980205192696,455.4477664943606,475.9758191832904
2010-05-25 09:00:00,333.60938,504.81258508632715,427.64097056863886,302.81166603157715,365.2145516328183,315.95119823054176,379.3385653177336
2010-05-25 10:00:00,368.46094,498.06201723914387,400.98936193979023,300.28398478318263,249.189322661663,274.81781362045956,389.04462906542483
2010-05-25 11:00:00,237.59277,504.8107186231636,380.74931558647876,306.93212085841867,209.29798224599563,325.4834749137484,357.3543229923524
2010-05-25 12:00:00,224.39746,498.0638831862493,439.76389237496466,320.06858447824186,249.72734685032978,354.28695784797384,397.80552414663657
2010-05-25 13:00:00,243.86328,504.80885319197347,401.18134324027045,307.72071115597873,299.0774677072119,315.40390229071886,381.9483132936133
2010-05-25 14:00:00,216.00879,498.06574810166677,397.47212231149234,296.9291709507543,291.9683541432498,270.45269391360637,367.7399267402728
2010-05-25 15:00:00,235.17578,504.80698879218613,372.6970370200197,295.0010097927426,247.01663241251086,269.374427540827,369.8323047725546
2010-05-25 16:00:00,336.30762,498.0676119859666,399.91376199353266,317.6381257870362,260.224459841083,289.623154319148,368.88223156679373
2010-05-25 17:00:00,480.78906,504.80512542323135,452.04138915031973,377.56311848501343,413.7465111955437,327.544658132004,447.5464626482798
2010-05-25 18:00:00,351.36328,498.0694748397189,543.1730219892835,496.41657605644,684.3834930820944,461.9123918816334,589.6553881382262
2010-05-25 19:00:00,728.8457,504.8032630845391,665.5552564098554,680.4351764730251,940.9615217296814,736.4391559310516,773.6881292040238
2010-05-25 20:00:00,851.5625,498.07133666349347,837.0241870585855,741.6123066093508,1038.563228933248,1014.0696988726252,1000.1841915880005
2010-05-25 21:00:00,717.5625,504.8014017755398,1002.7190051794587,780.4963951550395,927.6468826511027,1059.159251308772,1036.3205883647308
2010-05-25 22:00:00,314.7256,498.0731974578598,752.563994953425,591.2730336760508,683.2647936155465,800.0636460386613,751.7849301034216
2010-05-25 23:00:00,226.38672,504.7995414956641,516.269003106094,354.62141739176093,434.8435264705116,435.53465758469224,403.7380438164481
2010-05-26 00:00:00,215.28418,498.0750572233871,432.6187734069019,276.74136050920396,266.69946726689403,220.89036156601884,316.9415457511062
2010-05-26 01:00:00,220.44629,504.79768224434304,398.761855299973,242.8984950465946,178.3736687767793,196.47458236617615,281.0840325662592
2010-05-26 02:00:00,210.11719,498.07691596064416,309.6202539260344,229.98480470426279,128.0563726842547,203.57587530405522,261.9686469274901
2010-05-26 03:00:00,221.28613,504.79582402100795,303.9997542028694,223.6842814109129,100.53291816234582,142.2985768727773,264.19436283801264
2010-05-26 04:00:00,203.13184,498.0787736701995,302.7449303238393,220.81354084713158,124.31332212262583,104.46705557617116,260.0683040163303
2010-05-26 05:00:00,208.26855,504.7939668250903,287.565813355946,217.6381583651895,223.73838978636627,209.68942580866724,258.8287763878002
2010-05-26 06:00:00,414.5205,498.08063035262137,406.2165524625865,357.7250442669738,364.7653680007868,398.0795531942656,521.4249632552271
2010-05-26 07:00:00,487.26367,504.7921106560222,568.5778967616498,532.4671438843227,461.51486714513817,484.0370240806385,756.7564893388881
2010-05-26 08:00:00,766.35156,498.08248600847764,436.1049529036314,376.78454169498787,445.9837300376432,394.02660799719905,414.63526470561646
2010-05-26 09:00:00,701.9492,504.7902555132358,427.15882535169624,296.48827998671555,333.1860422886492,253.55419874203682,328.18139306590314
2010-05-26 10:00:00,466.05078,498.08434063833596,400.50722258991783,294.01242182683177,212.62251145369578,212.7845894897676,318.1008638867579
2010-05-26 11:00:00,435.5625,504.78840139616375,380.26717536866454,300.5207300955351,168.6494537401332,265.0947878141493,383.36971524436717
2010-05-26 12:00:00,384.61108,498.08619424276355,439.2817527750505,313.3817739757911,205.498715026247,296.7292889909759,374.36829750229055
2010-05-26 13:00:00,226.86035,504.78654830423886,400.6992045551482,301.2908954812684,251.80747678733877,261.73697182836474,339.29267426447103
2010-05-26 14:00:00,219.63672,498.08804682232744,396.98998307883824,290.7239070050674,242.2246099560544,221.5809080613392,343.59368018121893
2010-05-26 15:00:00,241.26367,504.7846962368944,372.2148972230315,288.83511282688795,195.3870784108965,226.0231221959263,329.87724885205455
2010-05-26 16:00:00,290.9668,498.08989837759424,399.43162294444267,310.9980884442198,207.30871442292215,252.3203612926348,346.42273509312923
2010-05-26 17:00:00,269.38672,504.78284519356373,451.5592502598332,369.6692049141968,360.1471839791469,296.60895255579027,416.507938315742
2010-05-26 18:00:00,461.41406,498.0917489091303,542.6908833292971,486.036184104257,630.6975972766546,437.44719231992656,572.8819375437079
2010-05-26 19:00:00,720.4297,504.7809951736808,665.073120819575,666.2047249838922,887.7720976780686,718.3336479795429,810.7704228688198
2010-05-26 20:00:00,607.7422,498.0935984175016,836.5420478691319,726.1001184562712,986.4312904066071,1002.006345309449,873.2154868788983
2010-05-26 21:00:00,617.58984,504.7791461766797,1002.2368632820248,764.1684692561043,877.1037924712707,1052.627643490518,1080.7863403385966
2010-05-26 22:00:00,401.91992,498.0954469032739,752.0818552284088,578.9018303503271,634.8051688584948,798.3802494916029,694.1684159415648
2010-05-26 23:00:00,195.13086,504.7772982019949,515.7868644571073,347.2005895499452,388.91876586130536,437.86781599675044,345.6167623139188
2010-05-27 00:00:00,210.75977,498.0972943670126,432.1366338816744,270.9494111066571,223.71198461707138,226.28975412866023,294.4790869243957
2010-05-27 01:00:00,173.16797,504.7754512490611,398.27971518028016,237.81410834647775,138.6719063255468,203.9041852321546,293.62608784820395
2010-05-27 02:00:00,201.8252,498.09914080928274,309.13811332095145,225.17003271743874,91.93065750233541,211.94936386105468,261.8151090067097
2010-05-27 03:00:00,184.72852,504.77360531731347,303.51761333686966,219.0007369071399,68.212213076907,150.51602543997058,256.0674480896703
2010-05-27 04:00:00,210.17676,498.10098623064914,302.2627892953944,216.18944040683996,95.96291039517041,111.45174795563986,262.4766962709155
2010-05-27 05:00:00,179.92383,504.7717604061873,287.08367218743734,213.07990205697297,199.458520013216,214.42358547048065,258.88907160731105
2010-05-27 06:00:00,370.00195,498.1028306316762,405.73441120199226,350.23171255674964,344.59087264596565,399.6378361428159,497.00455961976087
2010-05-27 07:00:00,450.51953,504.76991651511827,568.0957554124514,521.3118732889754,445.4157549047387,481.61668979320933,743.63421792314
2010-05-27 08:00:00,482.5547,498.10467401292817,435.6228116080277,368.8897291086143,433.86673902994596,386.9733918397092,474.15166768024733
2010-05-27 09:00:00,516.2031,504.76807364354244,426.6766838650271,290.27504895983355,324.89712805584963,241.38304998923394,318.48654960089823
2010-05-27 10:00:00,194.95801,498.10651637496875,400.02508141473066,287.85020968785494,207.95023117526762,195.19460750469523,304.1044247485477
2010-05-27 11:00:00,182.12598,504.7662317908961,379.78503414739845,294.2212288588598,167.32919585772072,241.97788013942733,297.5724807120692
2010-05-27 12:00:00,395.84766,498.10835771836156,438.79961158658864,306.8117644375488,207.2177121906621,268.1722824205989,312.4409373057593
2010-05-27 13:00:00,552.78906,504.7643909566159,400.2170634152525,294.9734925237534,256.2105293012603,228.0171245665909,302.1077465462533
2010-05-27 14:00:00,320.48828,498.1101980436698,396.5078419098741,284.6272270954019,248.92043734001666,183.15499028011544,307.3789798355721
2010-05-27 15:00:00,184.13736,504.76255114013884,371.73275602410706,282.77720748509194,203.95520820029924,183.5104468904256,309.84035405893536
2010-05-27 16:00:00,187.20898,498.1120373514564,398.949481785224,304.4744507612597,217.3068099571878,206.4803496923273,318.6535114025799
2010-05-27 17:00:00,378.1328,504.7607123409021,451.07710910903484,361.91379467826573,371.11870692572893,248.31400209731322,386.51351065199157
2010-05-27 18:00:00,500.10547,498.1138756422839,542.208742190736,475.8380841418394,642.1796959916891,387.6517739701928,522.8121280183458
2010-05-27 19:00:00,675.1133,504.7588745583432,664.5909798439843,652.224398885188,899.3036093158498,668.0406881872411,862.2218697993992
2010-05-27 20:00:00,1172.8516,498.1157129167146,836.0599067024616,710.8608260273539,997.5607428928859,952.2320415398228,959.5176803910152
2010-05-27 21:00:00,1277.2344,504.75703779190013,1001.7547219715882,748.1280438252983,887.3972924901498,1004.3659185894849,953.7951703800101
2010-05-27 22:00:00,794.7871,498.11754917531044,751.5997140333055,566.7486501955125,643.8540629371284,752.5680654734065,715.8991768098507
2010-05-27 23:00:00,216.08594,504.75520204101105,515.3047233191303,339.910657456359,396.3469647200055,395.35254389228567,402.3013488514901
2010-05-28 00:00:00,305.5713,498.11938441863316,431.65449269717783,265.2597155677266,229.1828450623995,187.79973144464202,304.9943945893842
2010-05-28 01:00:00,259.20898,504.7533673051144,397.7975739642235,232.8195626580798,141.894570725549,170.02349035934043,271.9129577217724
2010-05-28 02:00:00,190.00586,498.12121864724406,308.6559720791255,220.44041220819528,92.66575777041459,183.09769946913292,264.14198358001624
2010-05-28 03:00:00,214.40186,504.75153358364906,303.0354720811917,214.40009551486202,66.27685439960305,126.93443527907948,261.18424941299986
2010-05-28 04:00:00,185.55176,498.1230518617042,301.78064803109226,211.6472623291497,91.23485931772342,93.19469930723534,257.0091319985577
2010-05-28 05:00:00,179.02832,504.7497008760541,286.60153091569924,208.6024719742681,191.8795319012251,201.35773843646837,255.45265293978608
2010-05-28 06:00:00,414.31836,498.1248840625742,405.25226992536534,342.87136692497853,334.16910478559424,391.4475982253672,501.84558668893874
2010-05-28 07:00:00,302.4297,504.7478691817689,567.6136141311204,510.35475006519897,432.2272236465739,477.81642742187705,727.6319806970299
2010-05-28 08:00:00,438.44336,498.12671525041463,435.1406703295421,361.13527102104126,418.05579189765234,386.9259462735921,465.75578642604137
2010-05-28 09:00:00,661.72266,504.74603850023334,426.1945425763979,284.17237274366227,306.6759148693442,244.32399169264954,352.1593203492142
2010-05-28 10:00:00,409.5664,498.1285454257855,399.54294014263803,281.79773926408524,187.59717152159686,200.26146704437826,353.35144377791806
2010-05-28 11:00:00,512.1758,504.7442088308873,379.3028928728595,288.03401102010145,145.1864536542052,248.2434216767737,317.11943426150293
2010-05-28 12:00:00,705.95703,498.1303745892466,438.31747031379126,300.3589606694606,183.68770143562483,274.6807436493724,330.2642157305586
2010-05-28 13:00:00,714.89844,504.7423801731713,399.73492214503347,288.7688857781177,231.75148808000435,233.82223908639446,371.2282433391652
2010-05-28 14:00:00,438.19434,498.1322027413575,396.02570063811186,278.63949577328805,224.04111991397087,187.35853871794097,352.97981926640665
2010-05-28 15:00:00,344.56543,504.74055252652585,371.25061475075415,276.8276504933664,179.2087569692896,185.30005394908903,311.1017221862992
2010-05-28 16:00:00,291.18457,498.1340298826773,398.4673405139791,298.06759096111523,193.28388040203748,205.16525642970106,377.44552777196805
2010-05-28 17:00:00,214.74414,504.738725890392,450.5949678382369,354.29733037011664,348.43992905122803,243.357596347356,426.34706329126107
