DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Global_active_energy,Global_reactive_energy,Active_Energy
2006-12-18 13:00:00,1.6820679,0.12650706,241.95416,6.9399414,0,32,1042,1681.9766,126.50781,608.0625
2006-12-18 14:00:00,1.7330444,0.049299113,242.20209,7.0971026,0,0,1043,1733.1055,49.299805,690.0586
2006-12-18 15:00:00,1.7842122,0.10406392,242.42708,7.310026,0,31,1079,1784.25,104.06348,674.1953
2006-12-18 16:00:00,1.9493653,0.20444743,242.38542,8.0972,0,0,1079,1949.3438,204.45264,870.35156
2006-12-18 17:00:00,2.154948,0.09780223,238.73334,8.993945,0,20,1047,2154.9844,97.8042,1087.9531
2006-12-18 18:00:00,2.4026368,0.079096474,236.66875,10.082943,0,15,1015,2402.6094,79.09668,1372.6094
2006-12-18 19:00:00,2.6144693,0.20074971,235.32916,11.189844,0,546,0,2614.5,200.74121,2068.5469
2006-12-18 20:00:00,3.050521,0.12036489,234.52292,13.0466795,0,30,795,3050.5156,120.35498,2225.5156
2006-12-18 21:00:00,2.1697917,0.07173106,237.58958,9.240299,0,0,223,2169.8125,71.734375,1946.8125
2006-12-18 22:00:00,1.738851,0.10796356,240.2125,7.25,0,531,0,1738.9219,107.96094,1207.8633
2006-12-18 23:00:00,1.5472087,0.13250071,242.65834,6.599919,0,1219,0,1547.207,132.48877,328.19727
2006-12-19 00:00:00,0.83711547,0.09283142,242.075,3.543457,0,58,489,837.15625,92.82617,290.1289
2006-12-19 01:00:00,0.3530599,0.0758728,241.80833,1.5699544,0,15,44,353.04102,75.86963,294.04492
2006-12-19 02:00:00,0.32723388,0.10573527,245.78334,1.4633138,0,38,0,327.21094,105.72949,289.21484
2006-12-19 03:00:00,0.3082967,0.0730011,244.45625,1.3632976,0,10,0,308.26562,72.99902,298.27148
2006-12-19 04:00:00,0.32783407,0.10247701,244.1875,1.5000163,0,43,0,327.83594,102.478516,284.83594
2006-12-19 05:00:00,0.30666706,0.070869446,243.06876,1.3800455,0,10,0,306.6582,70.86328,296.66016
2006-12-19 06:00:00,0.79632163,0.106797285,242.02708,3.4667807,0,41,0,796.35156,106.79492,755.3496
2006-12-19 07:00:00,1.7856526,0.0844279,239.42917,7.5432944,0,0,444,1785.5781,84.424805,1341.625
2006-12-19 08:00:00,3.8789225,0.122432455,236.15,16.540625,561,1571,1026,3878.9375,122.42871,720.9121
2006-12-19 09:00:00,1.6177815,0.08746999,239.575,6.9632974,278,862,196,1617.8262,87.46875,281.80176
2006-12-19 10:00:00,0.43710327,0.12577006,242.29791,1.9434083,0,85,0,437.11523,125.768555,352.10938
2006-12-19 11:00:00,2.3217447,0.08453115,240.325,9.863151,0,2061,0,2321.6406,84.53027,260.7461
2006-12-19 12:00:00,0.43068847,0.13270162,242.95416,1.9233235,0,175,0,430.67188,132.69482,255.68945
2006-12-19 13:00:00,0.30046794,0.081763715,243.60834,1.293392,0,37,0,300.45508,81.76074,263.46094
2006-12-19 14:00:00,0.30213013,0.118871056,246.95,1.3334798,0,45,0,302.14453,118.87109,257.14062
2006-12-19 15:00:00,0.42137656,0.08086701,241.74583,1.806722,0,10,133,421.37305,80.86865,278.39062
2006-12-19 16:00:00,1.3721354,0.0916626,242.71458,5.6133466,0,43,1082,1372.125,91.6582,247.14844
2006-12-19 17:00:00,2.1114583,0.14443563,238.61041,8.842709,0,10,1046,2111.5,144.43262,1055.4395
2006-12-19 18:00:00,2.204655,0.10329081,237.6375,9.256901,0,44,1038,2204.5938,103.29883,1122.6523
2006-12-19 19:00:00,1.842041,0.072935484,241.06876,7.6029296,0,3,699,1842.0,72.936035,1140.0605
2006-12-19 20:00:00,2.940446,0.23737183,241.32916,12.479688,0,1614,0,2940.4688,237.3711,1326.4219
2006-12-19 21:00:00,1.4428955,0.10650126,240.87083,6.343457,0,747,0,1442.9297,106.50635,695.9375
2006-12-19 22:00:00,0.71996254,0.14600627,242.675,3.0132487,0,70,0,719.9492,145.99707,649.9375
2006-12-19 23:00:00,0.38372394,0.06709646,246.62917,1.5832194,0,10,0,383.73438,67.08887,373.73438
2006-12-20 00:00:00,0.4598287,0.14599304,245.80833,1.9866537,0,43,0,459.83203,145.98975,416.8457
2006-12-20 01:00:00,0.25867715,0.056663513,243.80624,1.113444,0,10,0,258.69922,56.66455,248.70117
2006-12-20 02:00:00,0.7843465,0.1236028,245.57083,3.2432454,0,42,476,784.3594,123.59473,266.35352
2006-12-20 03:00:00,0.310024,0.068463646,246.15,1.3433919,0,10,42,310.04102,68.45557,258.03223
2006-12-20 04:00:00,0.2890035,0.09743246,246.425,1.2467285,0,28,0,289.00586,97.42676,261.0
2006-12-20 05:00:00,0.2626933,0.0771993,244.78958,1.1199545,0,12,0,262.71484,77.19238,250.70898
2006-12-20 06:00:00,0.28360596,0.066566974,244.07292,1.1798666,0,0,0,283.6211,66.56641,283.6211
2006-12-20 07:00:00,1.5266602,0.1923055,243.31459,6.436491,0,31,280,1526.7285,192.2998,1215.6992
2006-12-20 08:00:00,2.9175618,0.08819733,239.79167,12.203776,0,577,1057,2917.5938,88.19385,1283.5684
2006-12-20 09:00:00,1.3854817,0.108369954,243.11874,5.627409,0,32,1086,1385.4688,108.36719,267.48438
2006-12-20 10:00:00,1.5103353,0.04716339,240.575,6.2500653,0,194,1063,1510.3438,47.166016,253.34961
2006-12-20 11:00:00,2.8924642,0.16519369,240.51459,12.073177,0,1510,1062,2892.4375,165.18652,320.4746
2006-12-20 12:00:00,1.4209961,0.072132364,242.60417,5.8266926,0,5,1081,1420.9688,72.12891,334.99023
2006-12-20 13:00:00,1.4283041,0.11016948,242.46875,5.879883,0,28,1080,1428.2969,110.177734,320.30273
2006-12-20 14:00:00,1.2949625,0.092663065,244.03125,5.31958,0,3,995,1294.9727,92.65967,296.9707
2006-12-20 15:00:00,0.2811259,0.07143199,245.72084,1.2367839,0,12,0,281.11914,71.433105,269.1211
2006-12-20 16:00:00,0.46846923,0.10916087,244.1125,2.0700521,0,19,0,468.4707,109.1543,449.4707
2006-12-20 17:00:00,0.57350665,0.07736206,242.92708,2.3764975,0,0,0,573.5117,77.36084,573.5117
2006-12-20 18:00:00,2.8368652,0.15796813,239.24374,11.893555,0,31,631,2836.9531,157.97363,2174.9219
2006-12-20 19:00:00,3.248698,0.087695315,236.7375,13.709896,0,0,1031,3248.5625,87.69141,2217.5625
2006-12-20 20:00:00,3.5754883,0.26553547,236.34792,15.136849,0,31,1027,3575.5938,265.54297,2517.6406
2006-12-20 21:00:00,3.6459634,0.16050313,235.99374,15.4040365,0,0,1024,3645.875,160.51367,2621.875
2006-12-20 22:00:00,3.0590494,0.08810018,238.86458,12.754818,0,22,1049,3059.1875,88.100586,1988.1406
2006-12-20 23:00:00,2.381673,0.15339254,242.3875,9.786718,0,8,1079,2381.4844,153.39062,1294.7266
2006-12-21 00:00:00,1.5359538,0.15552369,243.42084,6.323568,0,0,1088,1535.9531,155.51367,447.96094
2006-12-21 01:00:00,1.3979492,0.1218277,243.69792,5.686458,0,31,1091,1397.9375,121.82617,275.95703
2006-12-21 02:00:00,1.2747742,0.03930054,243.66667,5.1495605,0,0,1032,1274.748,39.301758,242.77734
2006-12-21 03:00:00,0.3026062,0.11986491,244.56459,1.3332845,0,30,0,302.60352,119.85156,272.5996
2006-12-21 04:00:00,0.24673869,0.042500813,244.7375,1.0199219,0,0,0,246.73633,42.5,246.73633
2006-12-21 05:00:00,0.29068807,0.10582886,243.95416,1.263265,0,23,0,290.68945,105.8291,267.68945
2006-12-21 06:00:00,0.2956502,0.05316874,244.85208,1.2200196,0,8,0,295.6543,53.16797,287.66016
2006-12-21 07:00:00,1.280485,0.083833314,241.29584,5.370117,0,0,0,1280.4844,83.831055,1280.4844
2006-12-21 08:00:00,1.5629883,0.1530065,239.48958,6.593327,0,30,305,1563.0234,153.0122,1228.0078
2006-12-21 09:00:00,2.5758138,0.05169881,238.47292,10.780469,666,562,1046,2575.8594,51.697754,301.80664
2006-12-21 10:00:00,1.7676901,0.07080078,239.7,7.4033856,569,31,890,1767.7148,70.80322,277.6914
2006-12-21 11:00:00,0.52494305,0.1078364,241.6,2.336784,0,0,0,524.9258,107.84912,524.9258
2006-12-21 12:00:00,0.81914675,0.13117473,242.66667,3.5832357,0,460,0,819.16406,131.16113,359.14648
2006-12-21 13:00:00,1.6881368,0.06449941,241.80208,7.059668,0,1192,233,1688.1074,64.50293,263.14453
2006-12-21 14:00:00,1.0238363,0.118497215,243.32709,4.3362794,0,72,500,1023.78516,118.49414,451.85742
2006-12-21 15:00:00,0.3073934,0.045702107,242.90625,1.363444,0,10,0,307.39453,45.69922,297.39648
2006-12-21 16:00:00,1.360087,0.096905515,239.9125,5.6235676,0,43,1037,1360.0449,96.90332,280.08594
2006-12-21 17:00:00,1.7526815,0.14803518,235.0125,7.533252,0,10,719,1752.6289,148.03711,1023.6172
2006-12-21 18:00:00,2.4433267,0.11983541,233.9,10.416797,0,42,1006,2443.2969,119.83594,1395.3125
2006-12-21 19:00:00,2.1972494,0.094422914,235.00209,9.35625,281,10,702,2197.2188,94.424805,1204.25
2006-12-21 20:00:00,2.4374022,0.25126445,234.50209,10.44069,249,36,257,2437.3438,251.25293,1895.4219
2006-12-21 21:00:00,0.982308,0.044302367,238.31459,4.1036134,0,2,515,982.28516,44.30078,465.3125
2006-12-21 22:00:00,0.28026327,0.09346415,242.8625,1.206722,0,12,0,280.26367,93.45996,268.26367
2006-12-21 23:00:00,0.27043253,0.08946228,245.34792,1.1733724,0,19,0,270.42188,89.458984,251.42773
2006-12-22 00:00:00,0.26694134,0.07912801,245.67084,1.143392,0,0,0,266.9297,79.12305,266.9297
2006-12-22 01:00:00,0.2720052,0.0927002,244.45416,1.1732584,0,31,0,272.0078,92.703125,241.01172
2006-12-22 02:00:00,0.2676249,0.07926025,246.83542,1.1434733,0,0,0,267.64844,79.25195,267.64844
2006-12-22 03:00:00,0.27386475,0.0935374,245.79791,1.1732748,0,31,0,273.8457,93.53516,242.85156
2006-12-22 04:00:00,0.26426798,0.07227122,245.3625,1.1366537,0,0,0,264.27734,72.271484,264.27734
2006-12-22 05:00:00,0.80679524,0.08406779,245.11667,3.3299804,0,23,534,806.7539,84.06445,249.80273
2006-12-22 06:00:00,0.47966918,0.08610128,245.3125,2.0332682,0,8,0,479.6836,86.09668,471.6836
2006-12-22 07:00:00,1.7232503,0.10606791,240.925,7.2064776,0,0,224,1723.2734,106.06787,1499.2422
2006-12-22 08:00:00,2.744336,0.108036295,240.45,11.426367,667,31,1063,2744.4062,108.03467,983.3262
2006-12-22 09:00:00,1.8962077,0.04552816,239.55,7.8697915,601,0,1055,1896.2031,45.529297,240.20898
2006-12-22 10:00:00,1.3449382,0.09443258,239.67917,5.570247,0,30,1055,1344.875,94.430664,259.9336
2006-12-22 11:00:00,1.2526164,0.080704756,238.34792,5.2598796,225,0,762,1252.7109,80.706055,265.6211
2006-12-22 12:00:00,1.2284342,0.38399252,240.19792,5.5168295,638,34,0,1228.4453,383.99023,556.40234
2006-12-22 13:00:00,0.67188317,0.24781291,240.6875,3.0401042,0,0,0,671.8906,247.8086,671.8906
2006-12-22 14:00:00,0.8155721,0.16171366,240.825,3.5500326,0,34,362,815.58203,161.7041,419.57422
2006-12-22 15:00:00,1.4517252,0.09870402,241.86041,5.973047,0,0,1075,1451.7031,98.708984,376.7461
2006-12-22 16:00:00,1.571224,0.1385615,241.79584,6.4770184,0,32,1074,1571.2031,138.56201,465.2422
2006-12-22 17:00:00,1.4968098,0.09179738,238.83542,6.2434897,0,0,631,1496.7969,91.796875,865.8203
2006-12-22 18:00:00,2.6868815,0.30563557,237.51459,11.390885,0,31,234,2686.8125,305.6377,2421.8438
2006-12-22 19:00:00,3.9383137,0.24729411,237.40625,16.542318,0,0,1036,3938.5625,247.29199,2902.3438
2006-12-22 20:00:00,3.5360677,0.13979492,235.52708,15.050781,469,34,1021,3536.1875,139.78955,2012.1719
2006-12-22 21:00:00,4.548763,0.065933734,235.13959,19.452734,551,0,1005,4548.75,65.92676,2992.7656
2006-12-22 22:00:00,3.0650716,0.08923543,239.2,12.983007,0,23,0,3065.0781,89.23682,3042.0781
2006-12-22 23:00:00,2.4192789,0.12280324,241.93124,10.266569,0,8,0,2419.2383,122.802246,2411.2383
2006-12-23 00:00:00,1.6983073,0.082467146,243.02083,7.4367676,0,2,0,1698.3691,82.46582,1696.3691
2006-12-23 01:00:00,1.7228272,0.11739858,243.80624,7.550179,0,29,0,1722.7402,117.39551,1693.7441
2006-12-23 02:00:00,1.7007893,0.06813253,243.85,7.5090494,0,0,0,1700.7891,68.132324,1700.7891
2006-12-23 03:00:00,1.771578,0.106664024,243.69167,7.6568847,0,31,0,1771.5684,106.66406,1740.5684
2006-12-23 04:00:00,1.8916585,0.06436055,243.00833,8.155631,0,0,124,1891.6445,64.36035,1767.6406
2006-12-23 05:00:00,2.2291036,0.11276805,242.44792,9.5304365,0,28,424,2229.0566,112.77637,1777.0449
2006-12-23 06:00:00,1.649524,0.07182922,242.46458,7.2396975,0,3,0,1649.4785,71.83447,1646.4785
2006-12-23 07:00:00,4.023234,0.05553233,237.76875,16.983904,0,0,651,4023.4219,55.532227,3372.4219
2006-12-23 08:00:00,4.1908526,0.09536489,239.10625,17.55677,0,31,1050,4190.875,95.36328,3109.8672
2006-12-23 09:00:00,3.2464519,0.07813263,240.81041,13.530469,0,0,1066,3246.4062,78.129395,2180.4316
2006-12-23 10:00:00,2.972168,0.20293935,239.12917,12.560807,0,31,516,2972.0938,202.94922,2425.0469
2006-12-23 11:00:00,3.1589355,0.10573069,237.71666,13.302246,0,0,649,3159.0469,105.726074,2510.0078
2006-12-23 12:00:00,2.928711,0.0909668,238.7625,12.350228,0,10,574,2928.6484,90.9707,2344.6406
2006-12-23 13:00:00,3.4062662,0.16170451,239.85625,14.313281,0,21,1057,3406.3438,161.70361,2328.2422
2006-12-23 14:00:00,3.7580566,0.24490458,240.5,15.760742,0,0,1063,3757.875,244.90039,2695.0938
2006-12-23 15:00:00,4.0492187,0.3309733,241.31667,16.895573,0,31,1070,4049.2812,330.98145,2948.25
2006-12-23 16:00:00,4.3488607,0.40260926,240.475,18.216667,76,65,1063,4348.9375,402.60596,3144.9375
2006-12-23 17:00:00,5.452702,0.2159612,233.64375,23.360025,971,40,1005,5452.6875,215.95068,3436.875
2006-12-23 18:00:00,3.879541,0.09976603,238.01042,16.363152,0,1,1041,3879.625,99.76904,2837.5547
2006-12-23 19:00:00,4.117806,0.2053304,238.725,17.3,0,36,1048,4117.875,205.33594,3033.875
2006-12-23 20:00:00,4.1814127,0.12476806,238.51459,17.597395,0,21,1045,4181.5938,124.771484,3115.3594
2006-12-23 21:00:00,3.2884603,0.23576863,238.59166,13.89349,0,13,340,3288.3594,235.75,2935.2656
2006-12-23 22:00:00,4.327897,0.28904012,238.18541,18.3097,866,30,0,4327.8594,289.04102,3431.9062
2006-12-23 23:00:00,5.56237,0.1280604,239.87291,23.301107,756,2,940,5562.078,128.04736,3864.3281
2006-12-24 00:00:00,4.02793,0.09066722,239.11458,17.08034,0,30,1052,4027.8438,90.66553,2945.9062
2006-12-24 01:00:00,3.275765,0.051763915,237.61041,14.016276,437,2,1038,3275.8594,51.762207,1798.8047
2006-12-24 02:00:00,2.303005,0.10373586,244.43333,10.066471,461,22,220,2303.0059,103.723145,1599.9883
2006-12-24 03:00:00,1.6067709,0.07189992,246.86458,7.3464518,0,9,0,1606.7148,71.90088,1597.7129
2006-12-24 04:00:00,1.576064,0.06790263,245.86041,7.2667804,0,3,0,1575.9707,67.90088,1572.9707
2006-12-24 05:00:00,1.6318604,0.1084727,245.83333,7.533626,0,28,0,1631.8867,108.46484,1603.8867
2006-12-24 06:00:00,1.8952556,0.0506663,245.59166,8.446908,0,0,0,1895.2383,50.663574,1895.2383
2006-12-24 07:00:00,1.4763834,0.09966329,242.79791,6.9692383,0,31,0,1476.3711,99.66797,1445.3574
2006-12-24 08:00:00,1.4277649,0.05226542,241.70416,6.596501,0,0,0,1427.7734,52.26465,1427.7734
2006-12-24 09:00:00,2.7256632,0.09389903,239.89166,11.80957,0,23,863,2725.6523,93.89453,1839.6172
2006-12-24 10:00:00,2.6754394,0.10630493,236.7,11.377018,0,520,1030,2675.4688,106.30176,1125.4297
2006-12-24 11:00:00,2.0930176,0.115526326,237.66875,8.813477,0,94,1038,2093.0,115.52588,961.01953
2006-12-24 12:00:00,1.5,0.2190684,236.93541,6.4468427,0,379,125,1499.9766,219.06055,995.96484
2006-12-24 13:00:00,3.2398438,0.15900014,237.30208,13.786328,0,1831,343,3239.6875,158.9961,1065.8047
2006-12-24 14:00:00,1.3715739,0.1093928,243.92708,5.6436524,0,92,603,1371.5859,109.390625,676.58594
2006-12-24 15:00:00,3.0969238,0.2333964,243.18333,12.823047,393,1837,0,3096.9062,233.39258,866.91406
2006-12-24 16:00:00,2.007129,0.12610067,243.88126,8.313346,412,52,579,2007.1484,126.0957,964.1328
2006-12-24 17:00:00,1.6864746,0.09783427,238.02083,7.130469,0,31,0,1686.4453,97.83203,1655.4375
2006-12-24 18:00:00,0.50519615,0.119399,241.16042,2.1097982,0,36,0,505.1836,119.38574,469.21875
2006-12-24 19:00:00,0.4540324,0.0572347,241.42708,1.8496745,0,0,0,454.03516,57.231445,454.03516
2006-12-24 20:00:00,0.4740926,0.075371295,241.94376,1.95625,0,0,0,474.08984,75.37207,474.08984
2006-12-24 21:00:00,0.48404542,0.10063477,242.2125,2.0030925,0,35,0,484.0039,100.63281,449.02734
2006-12-24 22:00:00,0.47976887,0.08596395,243.37917,1.9695964,0,0,0,479.76953,85.95996,479.76953
2006-12-24 23:00:00,0.48632404,0.10216166,243.08958,2.0130045,0,27,0,486.32812,102.15527,459.3164
2006-12-25 00:00:00,0.9995931,0.12846781,244.10417,4.1463866,0,9,177,999.5781,128.46338,813.5781
2006-12-25 01:00:00,1.2067037,0.101893105,244.67708,4.930876,0,0,693,1206.7559,101.890625,513.6875
2006-12-25 02:00:00,0.43800864,0.12328644,248.54167,1.8434895,0,36,0,438.01758,123.27881,402.01758
2006-12-25 03:00:00,0.59001464,0.07369995,248.27916,2.3995118,0,0,0,590.02344,73.697266,590.02344
2006-12-25 04:00:00,0.57868654,0.054663595,248.72917,2.3461587,0,0,0,578.6875,54.660156,578.6875
2006-12-25 05:00:00,0.62008667,0.14006653,248.08958,2.5100586,0,37,0,620.11914,140.0586,583.11914
2006-12-25 06:00:00,0.2640625,0.06912892,247.01042,1.0900716,0,0,0,264.0625,69.125,264.0625
2006-12-25 07:00:00,0.6767924,0.05500234,243.3875,2.8332193,0,9,20,676.87305,54.998535,647.87305
2006-12-25 08:00:00,2.611035,0.188797,242.40208,10.790625,0,26,637,2611.0469,188.80664,1948.0312
2006-12-25 09:00:00,1.4935222,0.18226318,244.19376,6.1263022,0,0,0,1493.5469,182.2666,1493.5469
2006-12-25 10:00:00,1.9156088,0.26543376,242.32292,7.9170575,0,35,0,1915.6094,265.43164,1880.625
2006-12-25 11:00:00,3.0445476,0.15676269,241.67291,12.69642,581,0,704,3044.5,156.75586,1759.5781
2006-12-25 12:00:00,2.9125977,0.32366535,241.03958,12.446647,1359,0,272,2912.5156,323.65625,1281.5703
2006-12-25 13:00:00,2.2248697,0.20290425,242.2875,9.47028,1122,34,0,2224.9375,202.90918,1068.9141
2006-12-25 14:00:00,1.7836263,0.08840332,245.5,7.4234376,339,0,307,1783.7109,88.39844,1137.6797
2006-12-25 15:00:00,1.7402995,0.1589742,245.8375,7.176237,360,21,575,1740.2188,158.97852,784.3008
2006-12-25 16:00:00,3.8727865,0.45378825,241.68959,16.30026,1645,14,0,3872.9688,453.79688,2213.7969
2006-12-25 17:00:00,2.0718913,0.28600058,239.325,8.75293,228,0,262,2071.8281,285.98633,1581.7969
2006-12-25 18:00:00,2.4230795,0.20686747,239.88959,10.136979,0,273,390,2423.0156,206.85742,1760.0781
2006-12-25 19:00:00,1.6294434,0.1536672,241.33125,6.776823,0,305,0,1629.4922,153.67285,1324.4141
2006-12-25 20:00:00,1.9771484,0.22203064,241.73334,8.217057,0,3,371,1977.1875,222.03125,1603.2656
2006-12-25 21:00:00,3.8367188,0.14986725,238.55833,16.14336,436,997,1046,3836.8438,149.8628,1357.7969
2006-12-25 22:00:00,4.214681,0.06957092,237.75833,17.74349,550,89,341,4214.8125,69.566895,3234.9375
2006-12-25 23:00:00,2.5921874,0.14942932,243.2125,10.620703,0,74,0,2592.125,149.41895,2518.125
2006-12-26 00:00:00,2.4244142,0.07403361,244.66875,9.826303,0,11,0,2424.4062,74.03125,2413.4062
2006-12-26 01:00:00,2.4027994,0.12513427,241.40834,9.896354,0,46,0,2402.75,125.12305,2356.75
2006-12-26 02:00:00,2.4110026,0.04889679,245.08958,9.763803,0,11,0,2410.9688,48.891113,2399.9688
2006-12-26 03:00:00,2.4492514,0.08376566,245.52292,9.910808,0,10,0,2449.2812,83.75879,2439.2812
2006-12-26 04:00:00,2.9926107,0.120968625,244.87709,12.1696615,0,47,530,2992.5312,120.96582,2415.5312
2006-12-26 05:00:00,2.387728,0.06646322,243.42291,9.729036,0,2,0,2387.7812,66.45801,2385.7812
2006-12-26 06:00:00,2.3879883,0.06746521,243.40625,9.760026,0,15,0,2388.0312,67.46289,2373.0312
2006-12-26 07:00:00,3.1361654,0.1037735,239.22917,13.096484,0,20,144,3136.0625,103.76074,2972.0312
2006-12-26 08:00:00,2.365983,0.079770915,239.04375,9.897526,0,0,753,2365.8906,79.77051,1612.9844
2006-12-26 09:00:00,3.5450847,0.11340281,237.2875,14.927343,0,553,900,3545.0156,113.39844,2092.0078
2006-12-26 10:00:00,4.0420575,0.065233864,237.35,16.990755,0,0,1036,4041.8125,65.23291,3006.0781
2006-12-26 11:00:00,2.3736653,0.06606496,239.17708,9.907031,0,0,1052,2373.7812,66.06641,1321.6719
2006-12-26 12:00:00,2.4647136,0.09669444,239.41042,10.333203,0,34,1054,2464.7812,96.691895,1376.7656
2006-12-26 13:00:00,2.8867188,0.16092987,239.66458,12.113281,0,0,1055,2886.5938,160.92578,1831.6875
2006-12-26 14:00:00,3.8266928,0.17803396,243.32083,15.826432,0,1563,1088,3826.5,178.03125,1175.6875
2006-12-26 15:00:00,2.629655,0.10083313,245.31041,10.750391,0,38,1104,2629.5938,100.82568,1487.6094
2006-12-26 16:00:00,3.4508789,0.2350652,241.175,14.403385,0,25,1069,3450.8125,235.05713,2356.8125
2006-12-26 17:00:00,3.3422525,0.10359904,237.875,14.0602865,0,46,1040,3342.1875,103.58789,2256.1562
2006-12-26 18:00:00,3.2466471,0.18350016,239.42084,13.5699215,0,10,1053,3246.6562,183.49023,2183.6406
2006-12-26 19:00:00,3.034082,0.2446289,239.45,12.670053,0,22,1054,3034.125,244.61328,1958.0625
2006-12-26 20:00:00,3.479069,0.15810089,240.93959,14.509635,511,34,1066,3479.1562,158.10205,1868.0312
2006-12-26 21:00:00,2.658244,0.09336243,240.85,11.143815,575,10,981,2658.1484,93.35986,1092.2422
2006-12-26 22:00:00,0.8635905,0.10246379,244.59584,3.7632163,0,36,0,863.6094,102.46484,827.6094
2006-12-26 23:00:00,0.7681844,0.079490155,246.5125,3.3331707,0,0,0,768.21484,79.49121,768.21484
